#entity	document	start	end	text	comment
species:ncbi:9860	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2567	1373	1376	Elk	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2571	203	214	Wistar rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	130	134	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	575	580	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	746	750	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	948	952	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	1168	1172	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	1418	1422	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2575	1614	1618	mice	
species:ncbi:12721?0.9873544761140104	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2576	35	38	HIV	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2576	64	69	human	
species:ncbi:12721	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2576	427	455	human immunodeficiency virus	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2576	506	511	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2576	768	773	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2577	296	301	mouse	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	67	71	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	445	449	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	583	587	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	696	700	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	971	975	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	1157	1161	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2579	1309	1313	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2580	51	56	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2580	373	378	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2580	584	589	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2580	740	745	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	48	52	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	260	264	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	287	291	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	485	489	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	534	538	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	946	950	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	1070	1074	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	1200	1204	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2581	1306	1312	humans	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2583	197	200	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2583	1337	1341	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2583	1632	1636	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2583	2142	2146	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2583	2906	2909	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2585	347	351	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2587	98	103	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2587	492	496	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2587	584	588	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2587	852	856	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2587	1006	1010	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2588	36	39	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2593	83	88	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2593	275	280	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2593	679	682	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2593	1034	1037	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2593	1529	1532	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2594	492	497	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2594	566	571	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2595	46	51	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2595	373	378	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2595	1110	1115	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2595	1586	1591	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2599	167	170	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2599	679	682	rat	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2603	887	892	chick	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2603	1149	1154	chick	group: 0, valid: true
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2603	1159	1162	rat	group: 0, valid: true
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2603	1457	1462	chick	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2605	55	60	human	
species:ncbi:10047	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2606	88	105	mongolian gerbils	
species:ncbi:10047	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2606	431	448	Mongolian gerbils	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2607	0	5	Human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2607	551	556	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2607	629	632	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2608	482	486	mice	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	48	61	rhesus monkey	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	309	315	humans	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	456	469	rhesus monkey	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	732	745	rhesus monkey	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	767	780	rhesus monkey	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	1370	1383	rhesus monkey	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	1766	1779	rhesus monkey	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2609	1892	1905	rhesus monkey	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2611	153	158	chick	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2611	970	975	chick	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2611	1651	1658	chicken	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2612	67	70	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2612	223	226	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2613	524	539	transgenic mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2618	301	304	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	66	71	mouse	
species:ncbi:39367	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	412	420	rosemary	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	505	510	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	521	536	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	565	570	mouse	
species:ncbi:39367	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	657	665	rosemary	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	865	869	mice	
species:ncbi:39367	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	1072	1080	rosemary	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2621	1140	1145	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	144	148	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	449	453	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	455	459	Rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	931	935	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	1144	1148	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	1441	1445	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2626	1571	1575	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2627	132	136	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2627	479	494	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2627	1689	1693	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2628	983	988	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2632	92	96	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2632	512	516	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2633	623	628	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2637	99	104	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2637	951	966	transgenic mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2637	1000	1005	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2637	1148	1153	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2642	75	78	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2643	342	346	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2643	524	528	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2643	574	578	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2643	841	845	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2644	141	144	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2644	328	331	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2644	371	390	Sprague-Dawley rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2644	617	621	Rats	
species:ncbi:29546?0.0015368852459016393	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_2648	517	519	LI	
